南竿鄉中央大道東靖廬上方險降坡前路段,2014,1,0,1
南竿鄉清水村中央大道與梅石軍方幹訓路,2014,1,0,1
南竿鄉連江縣南竿鄉濱海大道三槍堡圓環路段,2015,1,0,1
南竿鄉中央大道中興嶺路段,2015,1,0,1
南竿鄉清水村三槍堡往鄉公所前路段,2015,1,0,1
南竿鄉連江縣南竿鄉津沙村津沙路下坡路段,2015,1,0,2
南竿鄉連江縣南竿鄉清水村濱海大道(南竿鄉公所)前路段,2015,1,0,1
北竿鄉塘岐村塘沃路段,2015,1,0,1
北竿鄉塘岐村北竿大道,2015,1,0,9
南竿鄉連江縣南竿鄉津沙村雲津茶園前路段,2015,1,0,1
南竿鄉珠螺村天馬營區前路段,2015,1,0,1
南竿鄉珠螺村藍灣往縣立游泳池便道路段,2015,1,0,2
南竿鄉連江縣南竿鄉清水村清水路,2015,1,0,1
北竿鄉橋仔村1號前10公尺數村入口停車場旁道路,2015,1,0,2
南竿鄉福澳村里南竿鄉福澳村運動場周邊道路,2015,1,0,1
北竿鄉塘歧村北竿大道北高醫院前下坡路段,2015,1,0,1
南竿鄉中央大道青檀澳路段,2016,1,1,0
南竿鄉三槍堡週邊路段,2016,1,0,1
南竿鄉清水村文化路,2016,1,0,1
南竿鄉濱海大道,2016,1,0,1
南竿鄉福沃村候船室大樓前方道路,2016,1,0,1
南竿鄉清水村清水村農會路,2016,1,0,1
南竿鄉津沙村津沙路段,2016,1,0,2
南竿鄉介壽村48-2號7-11便利超商前方道路,2016,1,0,2
南竿鄉濱海大道珠山電廠往段,2016,1,0,1
北竿鄉芹壁村北竿大道入村口路段,2016,1,0,2
南竿鄉仁愛村仁愛路段,2016,1,0,1
北竿鄉芹壁村壁山路(原北高守備大隊砲兵營營區前下坡路段,2016,1,0,2
南竿鄉三槍堡前道路,2016,1,0,1
南竿鄉中央大道山腰路段,2016,1,0,1
南竿鄉連江縣南竿鄉中央大道與福澳嶺路,2016,1,0,1
南竿鄉福沃村67號前路,2016,1,0,1
南竿鄉中央大道中山門與八角亭間路段,2016,1,0,1
南竿鄉福沃村福沃村路段,2016,1,0,1
南竿鄉福沃村福澳運動場司令台後方道路,2016,1,0,2
東引鄉樂華村中柱港候船室後方道路,2016,1,0,1
南竿鄉介壽村連江縣南竿鄉介壽村216號前(介壽村廣場道路,2016,1,0,2
南竿鄉中央大道滿斗水泥預拌場前道路,2016,1,0,1
北竿鄉橋仔村環島東路,2016,1,0,1
南竿鄉中央大道梅石加油站(清水村85號)前路段,2017,1,0,1
南竿鄉福澳嶺福澳大門轉彎處下坡路段,2017,1,0,1
南竿鄉福沃村連江縣商業會外道路,2017,1,0,1
南竿鄉復國路,2017,1,0,1
北竿鄉戰爭和平公園06與08及12據點交會路段,2017,1,0,2
南竿鄉中央大道中興嶺斜坡路段,2017,1,0,1
南竿鄉福沃嶺復國路口(上坡路段,2017,1,0,2
北竿鄉中山路,2017,1,0,1
南竿鄉八八坑道,2017,1,0,1
南竿鄉介壽村聚英路,2017,1,0,1
南竿鄉濱海大道(三槍堡路段,2017,1,0,1
